CS?,Spec Name,Spec Type,Attribute Path,Attribute Type,PK?,Idx?,Lcl?,Lnk?,Min,Max,Edit?,NP?,Default,Length,Hidden?,RULE,fr_FR DisplayName
,SpecCtg_HRA_Agent,PRIMARY_SPEC,COMPETENCES_LANGUE,GROUPING,,,,,0,50,,,,,,,"Liste de Compétences Langue"
,SpecCtg_HRA_Agent,PRIMARY_SPEC,COMPETENCES_LANGUE/COMPETENCE_LANGUE,STRING,,,,,,,yes,,,80,,,"Compétence Langue"
,SpecCtg_HRA_Agent,PRIMARY_SPEC,COMPETENCES_LANGUE/DD_COMPETENCE_LANGUE,DATE,,,,,,,,,,,,"DATEONLY|TRUE~=~DATE_FORMAT|dd/MM/yyyy","Date Début Compétence Langue"
,SpecCtg_HRA_Agent,PRIMARY_SPEC,COMPETENCES_LANGUE/DF_COMPETENCE_LANGUE,DATE,,,,,,,,,,,,"DATEONLY|TRUE~=~DATE_FORMAT|dd/MM/yyyy","Date Fin Compétence Langue"
,SpecCtg_HRA_Agent,PRIMARY_SPEC,COMPETENCES_TRAIN,GROUPING,,,,,0,50,,,,,,,"Liste de Compétences Train"
,SpecCtg_HRA_Agent,PRIMARY_SPEC,COMPETENCES_TRAIN/COMPETENCE_TRAIN,STRING,,,,,,,yes,,,80,,,"Compétence Train"
,SpecCtg_HRA_Agent,PRIMARY_SPEC,COMPETENCES_TRAIN/DD_COMPETENCE_TRAIN,DATE,,,,,,,,,,,,"DATEONLY|TRUE~=~DATE_FORMAT|dd/MM/yyyy","Date Début Compétence Train"
,SpecCtg_HRA_Agent,PRIMARY_SPEC,COMPETENCES_TRAIN/DF_COMPETENCE_TRAIN,DATE,,,,,,,,,,,,"DATEONLY|TRUE~=~DATE_FORMAT|dd/MM/yyyy","Date Fin Compétence Train"
,SpecCtg_HRA_Agent,PRIMARY_SPEC,COMPETENCES_TRACTION,GROUPING,,,,,0,50,,,,,,,"Liste de Compétences Traction"
,SpecCtg_HRA_Agent,PRIMARY_SPEC,COMPETENCES_TRACTION/COMPETENCE_TRACTION,STRING,,,,,,,yes,,,80,,,"Compétence Traction"
,SpecCtg_HRA_Agent,PRIMARY_SPEC,COMPETENCES_TRACTION/DD_COMPETENCE_TRACTION,DATE,,,,,,,,,,,,"DATEONLY|TRUE~=~DATE_FORMAT|dd/MM/yyyy","Date Début Compétence Traction"
,SpecCtg_HRA_Agent,PRIMARY_SPEC,COMPETENCES_TRACTION/DF_COMPETENCE_TRACTION,DATE,,,,,,,,,,,,"DATEONLY|TRUE~=~DATE_FORMAT|dd/MM/yyyy","Date Fin Compétence Traction"
,SpecCtg_HRA_Agent,PRIMARY_SPEC,NUM_RECETTE,INTEGER,,no,,,,,,,,10,,,"Num Recette"
,SpecCtg_HRA_Agent,PRIMARY_SPEC,POINT_DE_VENTE,STRING,,,,,,,yes,,,80,,,"Point De Vente"
,SpecCtg_HRA_Agent,PRIMARY_SPEC,TEL_COMPLEMENTAIRE,STRING,,,,,,,,,,10,,,"Tel. Complémentaire"
,SpecCtg_HRA_Agent,PRIMARY_SPEC,ETABLISSEMENTS,GROUPING,,,,,0,50,,,,,,,"Liste d'Etablissements"
,SpecCtg_HRA_Agent,PRIMARY_SPEC,ETABLISSEMENTS/ID_ETABLISSEMENT,RELATIONSHIP,,no,,,,,,,,,,,"Id Etablissement"
,SpecCtg_HRA_Agent,PRIMARY_SPEC,ETABLISSEMENTS/DD_ETABLISSEMENT,DATE,,,,,,,,,,,,"DATEONLY|TRUE~=~DATE_FORMAT|dd/MM/yyyy","Date Début Etablissement"
,SpecCtg_HRA_Agent,PRIMARY_SPEC,ETABLISSEMENTS/DF_ETABLISSEMENT,DATE,,,,,,,,,,,,"DATEONLY|TRUE~=~DATE_FORMAT|dd/MM/yyyy","Date Fin Etablissement"
,SpecCtg_HRA_Agent,PRIMARY_SPEC,UOS,GROUPING,,,,,0,50,,,,,,,"Liste d'UOS"
,SpecCtg_HRA_Agent,PRIMARY_SPEC,UOS/ID_UO,LOOKUP_TABLE,,,,Lkp_HRA_UO,,1,,,,,,,"Id UO"
,SpecCtg_HRA_Agent,PRIMARY_SPEC,UOS/DD_UO,DATE,,,,,,,,,,,,"DATEONLY|TRUE~=~DATE_FORMAT|dd/MM/yyyy","Date Début UO"
,SpecCtg_HRA_Agent,PRIMARY_SPEC,UOS/DF_UO,DATE,,,,,,,,,,,,"DATEONLY|TRUE~=~DATE_FORMAT|dd/MM/yyyy","Date Fin UO"

,SpecCtg_HRA_Etablissement,PRIMARY_SPEC,ID_ETABLISSEMENT,INTEGER,yes,yes,,,,,,,,10,,,"Identifiant Etablissement"
,SpecCtg_HRA_Etablissement,PRIMARY_SPEC,LIB_ETABLISSEMENT,STRING,,,,,,,,,,80,,,"Libellé Etablissement"

,SpecLkp_HRA_UO,LKP_SPEC,ID_UO,INTEGER,yes,yes,,,,,,,,10,,,"Identifiant UO"
,SpecLkp_HRA_UO,LKP_SPEC,LIB_UO,STRING,,yes,,,,,,,,80,,,"Libellé UO"
,SpecLkp_HRA_UO,LKP_SPEC,DUO_UO,STRING,,yes,,,,,,,,80,,,"DUO : Num CP"
,SpecLkp_HRA_UO,LKP_SPEC,DUO_NOM,STRING,,yes,,,,,,,,80,,,"DUO : Nom"
,SpecLkp_HRA_UO,LKP_SPEC,DUO_PRENOM,STRING,,yes,,,,,,,,80,,,"DUO : Prenom"
,SpecLkp_HRA_UO,LKP_SPEC,LIB_ETAB_RATTACHEMENT,STRING,,yes,,,,,,,,80,,,"Libellé Etablissement Rattachement"
